Title,Chapter,Verse,English Translation
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.52,"?He who lives in solitude and secluded silence; who eats only the absolutely necessary quantities of food (for survival); who partakes in steady meditation and concentration on the Supreme Spirit; whose thoughts, speech, and bodily movements are under constant control."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.53,"?who does not let passion control his will; who is rid of his greed, violence and pride; whose feelings of anger and lust are abolished; who has broken free from the bondages of all his material possessions; and who treats all other fellow beings in this world equally; a being who possesses all such qualities has reached the highest state of self-realization possible, namely that which is the Brahman, which is in the heart of the Lord."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.54,"This being becomes one with God (or the Supreme Brahman), and his soul experiences true joy, peace and bliss. He no longer feels any desire for material things nor does he recognize any grief. He extends his love to all creation in this world and shows supreme love and unfailing devotion to Me, the Lord of all."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.55,"One can only fully understand Me, the Supreme Spirit, as I truly am, by pouring out his pure love and devotion to Me. When this being has truly realized and understood Me, in the end, he enters into and becomes a part of Me, the Supreme Soul."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.56,"While engaged in whatever task a person has been prescribed, a person can task refuge in Me, and with My Divine Grace and Protection, a person, can easily reach the most Supreme and Eternal Abode where I reside."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.57,"O Arjuna, if one truly offers and dedicates, with his heart, all of his actions to Me, depending on Me for the results of his actions; realizes that the results of his actions lie in My hands alone; sees Me as the ultimate result of his love, devotion and meditation, in the end his soul combines with Mine for eternity."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.58,"O Arjuna, a person who constantly fixes all his thoughts and meditations upon Me, by My Grace, overcomes all the dangers and difficulties, that he encounters in his lifetime. However, he who constantly only thinks about himself, develops a false ego, and does not heed My Divine Words of Wisdom, is lost and eventually shall perish."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.59,"If you do not fight the battle which you are destined to fight and you disobey My instructions, I shall consider this act to be one of extreme vanity and misguidance. However, O Son of Kunti, you will be impelled into warfare with your enemies by your very own nature."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.60,"Although you do not want to accomplish your prescribed task, O Arjuna, you will undoubtedly be driven by your own personality and good nature to perform your designated duty. You will also act out My wishes and perform the task ahead of you, O Arjuna, because of your bondage to KARMA (constructive action) in your past life."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.61,"The Blessed Lord explained: O Arjuna, God dwells in the hearts of all beings just as He dwells in your heart. With His Almighty power, He moves and directs all living things in this world as if they were sitting on a machine that was moving them through time."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.62,"O Son of Kunti, willingly surrender your life and soul unto HIM. O Bharata, seek Him only for refuge and salvation and you shall have achieved eternal peace and bliss in His Supreme abode."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.63,"O Arjuna, I have revealed to you My words of wisdom and holy advice. Give serious thought and consideration to the divine words that I have spoken unto you. They are Eternal Truths of life and the after-life, and are not hidden mysteries of any kind. However Arjuna, I can only preach and guide you to the Light of Wisdom. It is up to you alone to abide by My teachings."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.64,"O Arjuna, because of My deep love and respect for you, your friendship and your devotion to Me. I will reveal to you once more, the most confidential portion of My Divine Knowledge. Hear these words once more O Arjuna, because they will lead you to salvation and Eternal Happiness."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.65,"Devote your heart, mind, religious sacrifices and prayers to Me for eternity O Partha, and you shall, without fail, become a part of Me forever. This is My promise to you, My devotee."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.66,"Detach yourself from all worldly things O Arjuna, and reach out to Me for your salvation and liberation from this world. I shall always protect you from all the worldly sins you may encounter. Put your full love, trust, and devotion in me and you shall fear nothing."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.67,"The Blessed Lord urged: Do not, O Partha, explain My teachings to those who lack self-discipline; who lack love and devotion towards Me; who do not believe in Me; and who argue against My divine words of Wisdom."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.68,"However O Bharata, he who preaches My divine teachings to those who show true love and devotion to Me and who, themselves, are eternally devoted to Me, in the end, they shall also become a part of Me."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.69,"There exists no man among men in this world who can do a greater service to Me than to extend My words of wisdom and eternal truths to those who are worthy of hearing them. O Arjuna, I hold this man to be very dear to My heart."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.70,"The Blessed Lord Krishna declared: He who studies and truly learns this sacred conversation, O Partha, worships Me through his intelligence and light of wisdom."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.71,"He who only listen to this conversation, has faith in Me, is detached from sinful activities and has no doubt concerning Me or the divine words I utter, also attains blissful freedom from this world and in the end resides among only the pious and holy men."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.72,"Have you heard these words of wisdom My Dear Devotee, with your mind at perfect concentration and with silence in your soul? Have you truly rid yourself of the darkness of your delusion? Has it been replaced by the inner light of wisdom, O Arjuna."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.73,"Arjuna replied to the Almighty Krishna: By your wonderful Grace, Dear Lord and Master of the Universe, I have discovered this light in my mind and soul. My illusions no longer remain with Me. My faith in You is strong, O Great Lord Krishna. I shall devote my very life to following your advice and instructions."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.74,"Sanjaya concluded: Thus my dear King, I have recited to you the very same sacred conversation of the Lord of Lords and His Faithful Devotee, Arjuna. The messages that I have recounted to you, my King, fill me with awe, wonder and excitement."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.75,"By the kindness of the Holy poet, Ved O?Vyas, I have heard these most confidential and sacred of conversations spoken by Lord Krishna himself, Master of all that exists in this universe, and His devoted follower Arjuna."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.76,"The more I recall these glorious words, my King, the more my heart is filled with unending joy, pleasure, and excitement."
Moksha-Sanyasa Yoga,Chapter 18,Verse 18.77,"O My King, whenever I remember that most beautiful and divine vision of the Glorious Lord himself, I am struck with great amazement and wonder. My heart leaps with more joy and is filled with adoration for the Lord."
