,Title,Chapter,Verse,English Translation,a1,a2,a3,a4,a5
649,Moksha-Sanyasa Yoga,18,28,"A person whose behaviour is marked by ignorance, conceit, vulgarity, deceit, maliciousness, offence to others, laziness, without self-harmony, procrastination, materialism, and speaking and doing things against the Holy Scriptures, is said to be a man who possesses the dark and ignorant Tamas-personality.",407.55453,689.6555,1011.2819,0.0,0.0
650,Moksha-Sanyasa Yoga,18,29,"Now Arjuna, hear and understand as I reveal to you the three divisions of wisdom and stability of the mind, according to the three GUNAS (modes of nature).",0.0,966.17694,1362.3959,850.86884,0.0
651,Moksha-Sanyasa Yoga,18,30,"Pure and SAATVIC wisdom, O Partha, is that which one possesses when one knows when to go to a certain point and when to return; what should and should not be done; what fear is and what courage is; and who recognizes the difference between bondage to this world and freedom from it.",1749.7837,1455.9938,989.77893,0.0,0.0
652,Moksha-Sanyasa Yoga,18,31,"The wisdom which is characterized by a lack of understanding of what should and should not be done; between what is religious and non-religious activity; between what is right and wrong; and when a person constantly mistakes action to be performed, with action not to be performed, that person has impure, passionate, or Rajas wisdom.",1117.6221,886.91504,915.6107,0.0,0.0
653,Moksha-Sanyasa Yoga,18,32,"O Arjuna, there is wisdom obscured in darkness and ignorance. A being possesses this TAMAS reasoning if he thinks that wrong is right; if he is always under illusions and misconceptions about truths in this world, and considers religious tasks and devilish tasks to be one and the same.",1637.348,1364.8749,917.31036,0.0,0.0
654,Moksha-Sanyasa Yoga,18,33,"O Partha, while practising Yoga and full concentration on Me (who resides in the soul of every being), unbreakable determination and stability of mind is developed and sustained. The practice of YOGA harmoniously balances the mind and a being?s every breath of life. This pure STEADINESS and stability is known to be found in those who are of the SAATVIC- natured.",0.0,1189.5038,1339.648,1507.6958,0.0
655,Moksha-Sanyasa Yoga,18,34,"But Arjuna, he who uses his steadiness only for the purpose of gaining fruits and rewards in areas that involve both his personal, financial money matters and religious rituals, possesses the steadiness of passion. This impure determination and stability of the mind is common to those who have the RAJAS GUNA within them.",549.8018,991.9656,1360.1996,0.0,0.0
656,Moksha-Sanyasa Yoga,18,35,"That steadiness which cannot overcome unreality. fearfulness, laziness, depression, lust, illusion, and self-pity, is foolish steadiness and is undoubtedly one belonging the dark TAMAS-nature.",798.63135,629.7855,656.06445,0.0,0.0
657,Moksha-Sanyasa Yoga,18,36,"Now great Arjuna, I will disclose to you the three types of pleasure that exist in this world. There is a divine and pure pleasure that one receives from following the righteous path of ?Light and Goodness.? This path leads to the end of all hardship.
The Blessed Lord Spoke: O Arjuna, that which in the beginning may seem to be the cup of sorrow but is found in the end to be the cup of sweet nectar, refreshes one to the state of self-realization. This, My Dear Devotee, is pure pleasure and happiness which allows one to clearly see and feel Me, the Spirit within their hearts. This pleasure is known as the SAATVIC pleasure, O Arjuna.",1201.4226,961.9492,858.03357,0.0,0.0
658,Moksha-Sanyasa Yoga,18,37,"That which is like poison at first, but in the end like nectar, that pleasure is declared to be SATTVIC (pure) born of the purity of ones own mind due to Self realisation.",208.79437,708.56146,1168.1478,100.72198,0.0
659,Moksha-Sanyasa Yoga,18,38,"However O Arjuna, pleasure which is derived immediately from the contact of the senses with their objects, appears to the human senses as the sweet nectar at first, but later it is discovered to be nothing more than poison to one?s own being. This pleasure is known as the Rajas pleasure of passion.",1265.7982,1018.2726,990.9892,0.0,0.0
660,Moksha-Sanyasa Yoga,18,39,"That type of pleasure which blinds one to the path leading to true self-harmony and self-realization, both in the beginning as well as in the end, is known as the TAMAS pleasure. This pleasure is derived from drowziness, laziness, carelessness and illusion. Instead of bringing divine happiness to the soul, it deludes the soul and darkness surrounds it.",198.00461,903.2521,1465.0453,167.49939,0.0
661,Moksha-Sanyasa Yoga,18,40,"Nothing exists, either on the face of this earth or among the Demi- gods in heaven, which is free from the three powers of nature, dear Bharata,",0.0,1150.9388,1583.9498,1000.0976,0.0
662,Moksha-Sanyasa Yoga,18,41,"O Arjuna, all the different qualities of work of the various casts in society, namely the Brahmins, Kshastriyas, Vaisyas, and Sudras are determined according to the three modes of nature.",0.0,1429.0192,1690.8834,1682.5416,0.0
663,Moksha-Sanyasa Yoga,18,42,"Now, O Arjuna, let Me describe to you all of these individual members of society: The works of the Brahmins are characterized by such qualities as, peacefulness, self-control, purity, tolerance, honesty, faith, righteousness,and wisdom.",0.0,931.04944,1184.3365,1006.0751,0.0
664,Moksha-Sanyasa Yoga,18,43,"The valiant work of the Kshastriyas are marked by their heroic minds, power, resourcefulness, determination, courage in battle, generosity in charity and noble leadership.",0.0,1419.1062,1557.4607,1820.2151,0.0
665,Moksha-Sanyasa Yoga,18,44,"The Vaisyas and the Sudras are known to provide the services of farming, rearing cattle, and agricultural trade for society.",0.0,1349.9583,1700.5558,1455.7802,0.0
666,Moksha-Sanyasa Yoga,18,45,"All of these people who are the various components that make up society, attain the truest state of perfection when they perform their work while at the same time find great joy and happiness in performing their designated tasks.",1377.8988,1115.015,1031.9948,0.0,0.0
667,Moksha-Sanyasa Yoga,18,46,"They all reach perfection while performing their various designated tasks in society and of course by worship of the Lord, who is the maker and source of all existence (and beyond) in this world. O Arjuna, listen carefully now as I explain how a man achieves perfection while still finding joy in his duties and other work in this world.",0.0,946.7101,1419.754,622.3585,0.0
668,Moksha-Sanyasa Yoga,18,47,"O Arjuna, it is far better to perform one?s own tasks imperfectly rather than to perform someone else?s tasks with perfection. When a man does the work that is prescribed to him, no sins or sinful desires can affect this man.",1990.4836,1660.07,1043.103,0.0,0.0
669,Moksha-Sanyasa Yoga,18,48,"A man should never foresake his own tasks, even if he cannot complete them in full perfection, simply because it is a known fact that every (human) endeavour consists of some fault or imperfection just as all fire consists of smoke.",1327.2904,1102.5413,795.2991,0.0,0.0
670,Moksha-Sanyasa Yoga,18,49,"When a man?s ultimate goal is to achieve freedom from material bondage in this world, and his soul is divine and in pure harmony, he can attain the results of RENUNCIATION (detachment from material objects) which thus, leads him to the Supreme Region of Peace, Happiness and Bliss, which is with Me, in glorious heaven.",0.0,1069.3945,1301.4799,1205.2734,0.0
671,Moksha-Sanyasa Yoga,18,50,"Hear now, Arjuna, as I reveal to you how one reaches the highest and most perfect stage of renunciation known as the BRAHMAN.",1274.6034,1021.313,925.0546,0.0,0.0
672,Moksha-Sanyasa Yoga,18,51,"When one possesses clear reasoning abilities, control of the mind, pure determination, and a divine soul; when he has totally given up all the objects that bring pleasure to his senses; whose spirit has risen beyond the emotional states of passion and hate.",685.79596,946.5815,1196.1521,0.0,0.0
673,Moksha-Sanyasa Yoga,18,52,"?He who lives in solitude and secluded silence; who eats only the absolutely necessary quantities of food (for survival); who partakes in steady meditation and concentration on the Supreme Spirit; whose thoughts, speech, and bodily movements are under constant control.",0.0,1073.687,1086.3824,1640.0309,0.0
674,Moksha-Sanyasa Yoga,18,53,"?who does not let passion control his will; who is rid of his greed, violence and pride; whose feelings of anger and lust are abolished; who has broken free from the bondages of all his material possessions; and who treats all other fellow beings in this world equally; a being who possesses all such qualities has reached the highest state of self-realization possible, namely that which is the Brahman, which is in the heart of the Lord.",0.0,1087.0464,1501.9308,926.2926,0.0
675,Moksha-Sanyasa Yoga,18,54,"This being becomes one with God (or the Supreme Brahman), and his soul experiences true joy, peace and bliss. He no longer feels any desire for material things nor does he recognize any grief. He extends his love to all creation in this world and shows supreme love and unfailing devotion to Me, the Lord of all.",1254.6212,1039.1881,749.4171,0.0,0.0
